task_id,model,variant,seed,regime,p_fail,primary_pass,final_pass,adb_calls,ecnn_calls,adb_variant_used,rubric_bullets,gen_latency_ms,pytest_ms_primary,pytest_ms_repair,prompt_chars,prompt_tokens_est,temperature_used,max_new_tokens_used,detail
HumanEval/80,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9931620935521916,0,0,1,1,ecnn_adb,13,4976,1101,1101,1707.0,236.0,0.30000000000000004,320,"candidate(""adb"") == True , ""adb""
>       assert candidate(""xyy"") == False , ""xyy""
E       AssertionError: xyy
E       assert True == False
E        +  where True = <function is_happy at 0x7f43cd8b9300>('xyy')

test_solution.py:14: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: xyy
1 failed in 0.04s"
HumanEval/81,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9982518899888007,0,0,1,1,ecnn_adb,13,9158,1202,0,2371.0,307.0,0.30000000000000004,320,"SyntaxError: expected an indented block after 'elif' statement on line 31 (<unknown>, line 31)"
HumanEval/82,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9918610482442655,1,1,0,0,none,13,4022,1102,0,1649.0,217.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/83,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.989208279461341,1,1,0,0,none,13,3489,1102,0,1506.0,204.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/84,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9946368141430905,1,1,0,0,none,13,8861,1102,0,1800.0,258.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/85,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.989181698101379,1,1,0,0,none,13,4416,1102,0,1499.0,206.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/86,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9955723062433415,0,0,1,1,ecnn_adb,13,8033,1102,1102,1918.0,259.0,0.30000000000000004,320,"lo World!!!') == 'Hello !!!Wdlor'
E       AssertionError: assert 'Hello!!!Wdlor' == 'Hello !!!Wdlor'
E         
E         - Hello !!!Wdlor
E         ?      -
E         + Hello!!!Wdlor

test_solution.py:13: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert 'Hello!!!Wdlor' ==...
1 failed in 0.04s"
HumanEval/87,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9971445933607008,0,0,1,1,ecnn_adb,13,9074,1202,0,2090.0,297.0,0.30000000000000004,320,"SyntaxError: expected an indented block after 'for' statement on line 31 (<unknown>, line 31)"
HumanEval/88,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9959680166808806,1,1,0,0,none,13,8979,1102,0,1914.0,282.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/89,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9939065208801174,0,0,1,1,ecnn_adb,13,7450,1102,1102,1777.0,237.0,0.30000000000000004,320,"ert fails 1 (good for debugging!)""
E       AssertionError: This prints if this assert fails 1 (good for debugging!)
E       assert 'LM' == 'lm'
E         
E         - lm
E         + LM

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: This prints if this asser...
1 failed in 0.04s"
HumanEval/9,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9918916366793796,1,1,0,0,none,13,3291,1102,0,1624.0,227.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/90,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9929980497596967,1,1,0,0,none,13,5502,1102,0,1703.0,232.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/91,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9930283886538582,0,0,1,1,ecnn_adb,13,5809,1102,1102,1692.0,237.0,0.30000000000000004,320," 0, ""Test 1""
>       assert candidate(""Is the sky blue?"") == 0, ""Test 2""
E       AssertionError: Test 2
E       assert 1 == 0
E        +  where 1 = <function is_bored at 0x783b3f229300>('Is the sky blue?')

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Test 2
1 failed in 0.04s"
HumanEval/92,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9934657886773313,1,1,0,0,none,13,7116,1101,0,1722.0,241.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/93,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9937918779107753,0,0,1,1,ecnn_adb,13,8998,1102,1102,1757.0,240.0,0.30000000000000004,320,"g!)""
E       AssertionError: This prints if this assert fails 1 (good for debugging!)
E       assert None == 'tgst'
E        +  where None = <function encode at 0x789dccf61300>('TEST')

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: This prints if this asser...
1 failed in 0.04s"
HumanEval/94,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9957696805580404,0,0,1,1,ecnn_adb,13,9122,1202,0,1944.0,260.0,0.30000000000000004,320,"SyntaxError: unterminated triple-quoted string literal (detected at line 11) (<unknown>, line 2)"
HumanEval/95,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9959141178465014,0,0,1,1,ecnn_adb,13,7789,1102,1102,1996.0,249.0,0.30000000000000004,320,".0 = <set_iterator object at 0x79256c68f6c0>

>   all_lower = all(key.islower() for key in keys)
                    ^^^^^^^^^^^
E   AttributeError: 'int' object has no attribute 'islower'

solution.py:17: AttributeError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AttributeError: 'int' object has no attri...
1 failed in 0.05s"
HumanEval/96,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9931957105515797,0,0,1,1,ecnn_adb,13,4874,1101,1102,1732.0,228.0,0.30000000000000004,320,"c50e67253a0>

    def check(candidate):
    
>       assert candidate(5) == [2,3]
E       assert [2, 3, 5] == [2, 3]
E         
E         Left contains one more item: 5
E         Use -v to get more diff

test_solution.py:8: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert [2, 3, 5] == [2, 3]
1 failed in 0.04s"
HumanEval/97,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9925383736685246,1,1,0,0,none,13,6912,1102,0,1682.0,225.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/98,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.990581118566018,1,1,0,0,none,13,7124,1102,0,1584.0,207.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/99,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.995695129211049,0,0,1,1,ecnn_adb,13,9045,1102,1102,1933.0,260.0,0.30000000000000004,320,"ate(""10"") == 10, ""Test 1""
>       assert candidate(""14.5"") == 15, ""Test 2""
E       AssertionError: Test 2
E       assert 14 == 15
E        +  where 14 = <function closest_integer at 0x7de7aef3d300>('14.5')

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Test 2
1 failed in 0.04s"
