task_id,model,variant,source_tag,is_synthetic,pass_flag,error_family,raw_error
HumanEval/162,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/163,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/17,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/18,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/19,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/2,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/20,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/21,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/22,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/23,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/24,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/25,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/26,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/27,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.15s
HumanEval/28,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/29,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/3,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/30,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/31,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/32,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/33,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/34,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/35,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/36,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/37,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.14s
HumanEval/38,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.15s
HumanEval/39,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/4,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/40,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/41,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.05s
HumanEval/42,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/43,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/44,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/45,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.12s
HumanEval/46,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/47,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/48,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/49,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/5,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/50,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/51,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/52,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/53,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/54,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/55,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/56,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/57,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/58,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/59,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/6,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.15s
HumanEval/60,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/61,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/62,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/63,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/64,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/65,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/66,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/67,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/68,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/69,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.05s
HumanEval/7,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/70,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/71,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/72,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/73,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/74,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.05s
HumanEval/75,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/76,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/77,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/78,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/79,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/8,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/80,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/81,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/82,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/83,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/84,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/85,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/86,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/87,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/88,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/89,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/9,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/90,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/91,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/92,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/93,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/94,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/95,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/96,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/97,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/98,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/99,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/10,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/100,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/101,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/102,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/103,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/106,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/107,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/108,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/109,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/111,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/113,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/115,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/116,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/117,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/118,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/119,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/12,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/120,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/122,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/123,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/124,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/125,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/126,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/127,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/128,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/129,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/130,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/131,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/132,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/133,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/134,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/135,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/136,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/137,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/138,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/14,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/140,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/141,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/142,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/143,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/144,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/145,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/147,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/148,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/150,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/151,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/153,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/154,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/155,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/156,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/158,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/159,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/16,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/160,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/161,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/162,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/163,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/17,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/19,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/20,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/24,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/25,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/27,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/32,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/33,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/36,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/37,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/38,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/39,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/40,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/41,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/45,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/46,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/49,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/5,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/50,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/51,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/52,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/55,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/56,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/57,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/59,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/6,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/60,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/61,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/62,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/63,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/64,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/65,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/67,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/68,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/69,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/71,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/73,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/74,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/75,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/76,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/77,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/78,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/79,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/8,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/81,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/83,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/86,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/87,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/88,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/89,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/9,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/91,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
HumanEval/92,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,1,pass,
HumanEval/93,Qwen/Qwen2.5-Coder-0.5B-Instruct,adb_v11_from_adw_weighted,adb_from_adw,0,0,unknown,
